id,iirep_serial,quotagerange,gender_non_binary,resp_gender,respondent_gender_recoded,cl01stdregion,cl02state,cl04nse,screener4,idp22,idp23,idp24,idp25_1,idp25_2,idp25_3,idp25_4,idp25_5,idp25_6,idp25_7,idp25_8,idp25_9,idp25_10,idp25_11,idp25_12,idp25_13,idp25_14,idp25_15,idp25_16,idp26,idp27_1,idp27_2,idp27_3,idp27_4,idp27_5,idp28l307,idp28l308,idp28l309,idp28l310,idp28l311,idp29_1,idp29_2,idp29_3,idp29_4,idp29_5,idp30l317,idp30l318,idp30l319,idp30l320,idp30l321,idp31_1,idp31_2,idp31_3,idp31_4,idp32l327,idp32l328,idp32l329,idp32l330,idp33,idp34,idp35,idp36,idp37,idp38,idp39_1,idp39_2,idp39_3,idp39_4,idp40l366,idp40l367,idp40l368,idp40l369,idp41_1,idp41_2,idp41_3,idp41_4,idp41_5,idp41_6,idp42l375,idp42l376,idp42l377,idp42l378,idp42l379,idp42l380,idp43_1,idp43_2,idp43_3,idp43_4,idp43_5,idp43_6,idp43_7,idp44l384,idp44l385,idp44l386,idp44l387,idp44l388,idp44l389,idp44l390,idp46l393,idp46l394,idp46l395,idp46l396,idp46l397,idp46l398,idp46l399,idp47_1,idp47_2,idp47_3,idp48l400,idp48l401,idp48l402,idp49_1,idp49_2,idp49_3,idp49_4,idp50l408,idp50l409,idp50l410,idp50l411,idp54,idp55_1,idp55_2,idp55_3,idp56l421,idp56l422,idp56l423,idp57_1,idp57_2,idp58l431,idp58l432,idp60,idp61,idp62,idp63,idp64,idp65,idp66,idp67,age_group,idp60clone1,idp62clone1,cl02stat_eclone1,idp67clone1,ponderador,gse
1211,1212,1,1,2,2,1,7,5,2,6,4,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,5,1,5,1,1,1,1,1,1,5,5,1,1,6,2,4,2,3,5,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1,1,1,4,1,1,1,1,1,1,1,5,3,1,2,1,1,1,5,7,7,1,1,7,7,9,1,2,2,3,3,4,1,1,12,12,18,13,0.14250478171484,C3
1212,1214,3,1,2,2,1,13,5,3,12,3,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,3,1,1,1,1,1,3,2,2,4,2,1,1,1,1,1,1,4,5,3,3,1,1,1,1,3,4,3,2,4,5,5,3,1,4,1,1,1,1,3,2,2,3,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,5,2,1,0,0,1,1,1,4,3,4,1,1,1,1,3,4,3,3,2,1,1,1,4,7,7,1,1,4,4,5,3,3,2,3,3,4,12,3,13,13,13,12,2.53751888192937,C3
1213,1211,3,1,2,2,1,13,6,1,12,5,5,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,4,1,1,1,1,1,1,5,5,2,1,6,1,2,2,2,4,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,0,2,0,1,1,1,1,3,2,1,1,1,1,1,2,5,4,2,2,1,1,1,7,4,7,1,1,7,7,9,4,2,2,3,5,5,3,3,12,12,13,13,0.14425677830856,D
1214,1213,3,1,2,2,1,5,6,2,12,5,4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,1,1,1,1,1,1,3,2,5,3,1,1,1,1,1,5,2,5,2,3,1,1,1,1,5,5,1,1,6,1,3,2,2,4,1,1,1,1,1,1,3,2,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,0,1,1,1,1,4,3,3,1,1,1,1,2,5,5,4,2,1,1,1,4,7,7,1,1,6,6,6,4,2,1,4,1,3,12,3,11,12,18,12,0.28512443823096,D
1215,1219,1,1,2,2,1,13,5,3,6,5,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,1,1,1,1,1,1,5,5,1,1,1,3,2,2,2,5,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,0,2,1,1,1,1,1,1,1,1,1,1,1,5,5,1,2,1,1,1,7,7,7,1,1,7,7,7,1,5,2,4,1,1,1,1,11,14,13,13,0.18910369084462,C3
1216,1215,1,2,1,1,1,13,5,1,3,3,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,3,3,3,1,3,1,1,1,1,1,3,4,4,2,4,1,1,1,1,3,3,3,3,4,6,1,3,2,4,1,1,1,1,4,2,3,3,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,1,2,1,1,1,1,1,1,3,4,4,1,1,1,1,3,3,4,4,2,1,1,1,6,4,4,1,1,3,5,9,1,5,4,2,4,4,12,1,12,14,13,12,0.07330616351374,C3
1217,1218,1,1,2,2,1,13,6,1,13,5,5,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,5,1,5,1,1,1,1,1,1,1,5,1,1,6,5,2,2,3,5,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,0,2,1,1,1,2,1,1,1,1,1,1,1,5,5,1,2,1,1,1,7,7,5,1,1,7,7,8,6,2,1,3,2,1,1,1,12,12,13,13,0.10710030829931,D
1218,1220,1,1,2,2,5,14,6,2,6,4,4,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,3,1,1,1,1,1,2,1,1,3,3,1,1,1,1,1,4,2,4,2,1,1,1,1,1,5,4,2,2,2,3,2,2,2,3,1,1,1,1,3,2,2,2,1,1,1,1,1,1,1,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,1,1,1,4,2,2,1,1,1,1,2,3,3,3,2,1,1,1,5,6,5,1,1,4,4,8,2,2,2,3,3,3,2,1,12,12,19,13,0.19208446787349,D
1219,1216,3,2,1,1,1,6,5,3,1,3,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,5,3,5,5,3,1,1,1,1,1,2,5,2,4,4,1,1,1,1,3,2,4,4,3,4,3,3,1,3,1,1,1,1,1,2,2,3,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,1,2,1,2,1,1,1,1,5,3,3,1,1,1,1,2,3,5,3,2,1,1,1,2,3,2,1,1,4,5,6,1,4,2,2,3,2,12,3,11,13,18,12,0.14478383205898,C3
1220,1221,1,2,1,1,1,13,5,3,6,4,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,1,1,1,1,1,1,1,1,4,3,1,1,1,1,1,5,3,5,2,1,1,1,1,1,2,5,1,3,2,1,2,2,3,4,1,1,1,1,3,1,1,1,1,1,1,1,1,1,3,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,0,0,1,1,1,3,1,1,1,1,1,1,3,4,4,2,2,1,1,1,5,7,5,1,1,4,5,8,2,5,2,3,2,4,4,1,12,14,13,13,0.07330616351374,C3
1221,1217,1,1,2,2,1,13,5,2,10,3,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,1,1,4,2,2,4,2,1,1,1,1,1,3,3,3,2,2,1,1,1,1,4,4,3,3,5,2,2,2,3,4,1,1,1,1,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,3,2,2,1,1,1,1,2,2,4,2,2,1,1,1,4,7,7,1,1,4,1,9,1,6,3,2,3,3,5,1,12,14,13,13,0.12730354800028,C3
1222,1225,1,2,1,1,2,4,5,2,10,4,5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,1,2,4,1,3,3,1,1,1,1,1,5,2,4,2,1,1,1,1,1,4,5,1,1,2,3,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,3,3,3,1,1,1,1,1,5,5,1,2,1,1,1,4,4,7,1,1,7,7,7,1,1,2,4,3,4,6,1,11,12,17,6,0.12948142101335,C3
1223,1223,1,2,1,1,1,13,6,3,12,5,5,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,5,1,5,1,1,1,1,1,1,1,5,1,1,2,3,2,2,3,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,2,1,1,0,1,1,1,4,1,1,1,1,1,1,1,5,4,1,2,1,1,1,7,7,7,1,1,7,7,9,2,4,3,3,2,3,3,1,12,13,13,13,0.05438465094918,D
1224,1222,1,1,2,2,1,13,5,1,15,3,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,5,4,4,5,4,1,1,1,1,1,1,5,1,4,3,1,1,1,1,2,1,4,4,3,2,1,3,3,3,1,1,1,1,2,3,3,4,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,2,1,2,1,1,1,1,5,3,3,1,1,1,1,3,4,3,5,2,1,1,1,4,4,3,1,1,4,3,8,2,8,3,2,3,4,7,1,12,15,13,14,0.48661394269003,C3
1225,1224,1,1,2,2,1,13,7,3,10,3,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,4,3,3,3,4,1,1,1,1,4,3,3,2,3,3,3,3,2,3,1,1,1,1,4,3,3,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,3,1,1,1,1,1,1,2,3,4,3,2,1,1,1,1,7,5,1,1,5,1,8,5,2,1,4,2,3,12,1,12,12,13,12,0.10710030829931,E
1226,1226,1,1,2,2,1,6,6,2,7,3,3,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,3,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,2,2,3,1,3,6,2,2,3,5,1,1,1,1,5,4,3,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,3,1,1,1,1,1,4,2,1,1,1,1,1,1,5,4,2,2,1,1,1,1,3,3,1,1,4,4,6,5,6,2,3,2,4,1,1,11,14,18,13,0.2516162708885,D
1227,1230,1,2,1,1,5,8,5,2,12,4,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,3,4,3,2,4,1,1,1,1,1,3,4,4,3,3,1,1,1,1,3,4,2,3,2,1,2,3,3,4,1,1,1,1,3,4,3,4,1,1,1,1,1,1,1,2,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,4,3,2,1,1,1,1,4,4,4,4,2,1,1,1,5,7,7,1,1,6,5,8,1,2,3,3,2,4,7,1,12,12,19,14,0.11060944986664,C3
1228,1231,1,2,1,1,5,16,6,3,6,4,5,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,4,1,1,1,1,1,4,4,2,4,4,1,1,1,1,1,3,4,3,2,2,1,1,1,1,1,4,2,2,2,2,2,2,2,4,1,1,1,1,4,4,2,2,1,1,1,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,0,0,0,1,1,1,3,2,1,1,1,1,1,2,2,3,2,2,1,1,1,5,5,6,1,1,4,5,7,2,5,3,2,3,4,5,1,11,14,19,13,0.19529967321494,D
1229,1229,1,1,2,2,5,8,6,1,13,5,5,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,1,1,1,1,1,1,5,5,1,1,2,4,2,2,3,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,3,3,1,2,1,1,1,7,7,7,1,1,6,7,5,2,4,2,3,2,3,1,1,13,13,19,13,3.37882191651179,D
1230,1227,1,1,2,2,1,5,6,2,1,3,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,3,3,1,2,3,1,1,1,1,1,4,5,3,4,5,1,1,1,1,3,4,4,3,2,6,1,1,2,4,1,1,1,1,3,1,2,2,1,1,1,1,1,1,2,2,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,5,3,3,1,1,1,1,3,2,5,3,2,1,1,1,4,5,5,1,1,2,5,8,2,4,1,3,1,2,9,1,12,13,18,14,0.12566521490245,D
1231,1228,1,1,2,2,1,7,6,3,12,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,1,2,2,2,3,3,1,1,1,1,1,3,4,2,5,4,1,1,1,1,1,2,4,4,3,3,3,3,1,4,1,1,1,1,3,2,1,2,1,1,1,1,1,1,1,1,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,2,1,1,1,1,1,1,4,4,2,1,1,1,1,2,3,4,2,2,1,1,1,5,6,4,1,1,5,2,7,5,1,2,2,2,3,8,1,11,12,18,14,0.21168443934667,D
1232,1237,1,1,2,2,1,13,5,1,10,3,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,3,3,2,3,2,1,1,1,1,1,2,3,3,4,2,1,1,1,1,4,1,2,1,2,1,1,3,3,3,1,1,1,1,3,4,3,3,1,1,1,1,1,1,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,1,1,1,1,1,1,1,3,3,3,1,1,1,1,3,4,2,3,2,1,1,1,4,3,4,1,1,4,5,7,1,2,2,3,2,3,7,1,11,12,13,14,0.15909268758127,C3
1233,1236,3,2,1,1,1,13,5,2,12,4,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,1,1,1,1,1,3,2,5,3,1,1,1,1,1,5,1,5,1,1,1,1,1,1,5,5,1,1,1,5,1,2,2,5,1,1,1,1,4,2,3,2,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,4,5,1,1,1,1,1,2,5,4,1,2,1,1,1,5,4,4,1,1,6,7,7,1,6,2,3,2,3,12,3,11,14,13,12,0.14667141999871,C3
1234,1239,1,1,2,2,3,2,5,2,4,4,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,1,1,1,1,2,3,3,2,3,1,1,1,1,1,2,2,2,3,3,1,1,1,1,3,4,3,3,6,2,5,2,3,2,1,1,1,1,2,3,4,3,1,1,1,1,1,1,2,2,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,1,1,1,1,1,1,1,2,3,3,1,1,1,1,3,4,3,2,2,1,1,1,2,2,2,1,1,3,5,7,1,7,3,2,3,2,12,1,11,15,17,12,1.02164802763893,C3
1235,1235,1,1,2,2,1,13,6,1,8,3,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,3,3,4,3,4,1,1,1,1,1,3,3,3,4,4,1,1,1,1,3,3,3,3,3,6,4,2,1,3,1,1,1,1,3,4,3,3,1,1,1,1,1,1,2,3,2,2,2,2,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,2,1,1,2,2,1,1,1,3,3,3,1,1,1,1,3,4,4,3,2,1,1,1,4,4,6,1,1,4,4,4,2,2,3,3,2,1,12,1,13,12,13,12,2.13637818021955,D
1236,1233,1,1,2,2,5,8,7,2,12,3,4,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,3,1,1,1,1,1,4,2,2,5,3,1,1,1,1,1,1,3,2,3,2,1,1,1,1,5,1,3,3,3,5,4,2,3,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,2,2,3,2,3,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,1,2,1,1,1,1,1,4,5,4,1,1,1,1,2,5,3,4,2,1,1,1,1,1,4,1,1,2,1,5,2,1,2,3,2,2,8,1,13,12,19,14,3.83159556158482,E
1237,1234,1,2,1,1,2,3,6,2,12,5,5,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,4,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,5,1,5,1,1,1,1,1,1,5,5,1,1,5,2,2,2,2,5,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,4,1,1,1,1,1,1,1,5,5,1,2,1,1,1,7,7,7,1,1,7,7,7,4,4,2,3,1,1,6,1,11,13,17,6,0.11418080433313,D
1238,1238,1,2,1,1,1,13,5,3,12,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,3,4,3,2,1,1,1,1,1,4,3,4,3,4,1,1,1,1,2,3,3,2,3,4,1,1,3,4,1,1,1,1,4,3,3,3,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,4,1,1,1,1,1,1,2,3,5,3,2,1,1,1,4,7,6,1,1,4,6,8,2,5,2,3,4,4,6,1,12,14,13,6,0.07330616351374,C3
1239,1232,1,2,1,1,5,8,5,1,1,3,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,1,3,5,5,3,4,1,1,1,1,1,3,3,4,4,4,1,1,1,1,3,4,4,5,3,3,1,3,1,3,1,1,1,1,4,5,3,3,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,4,3,4,1,1,1,1,3,4,4,4,2,1,1,1,5,7,6,1,1,6,6,9,6,5,2,3,3,3,11,1,12,14,19,14,0.13147464870999,C3
1240,1241,1,1,2,2,1,6,5,1,7,4,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,2,4,1,4,3,1,1,1,1,1,4,3,5,2,3,1,1,1,1,4,4,2,3,4,6,1,2,2,3,1,1,1,1,3,2,4,4,1,1,1,1,1,1,2,1,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,0,1,1,1,1,4,2,2,1,1,1,1,1,4,4,4,2,1,1,1,4,6,5,1,1,5,5,7,4,3,2,2,2,3,8,1,11,13,18,14,0.18667002076628,C3
1241,1243,3,2,1,1,1,13,5,3,12,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,4,4,4,4,4,1,1,1,1,1,3,4,2,4,4,1,1,1,1,2,3,3,4,2,1,4,1,3,4,1,1,1,1,4,4,4,2,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,4,2,2,1,1,1,1,1,4,2,4,2,1,1,1,7,7,7,1,1,7,7,9,1,3,2,2,2,4,11,3,12,13,13,14,0.07325239917554,C3
1242,1242,1,1,2,2,1,13,7,1,3,2,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2,1,1,1,1,1,2,1,5,4,5,1,1,1,1,1,4,5,2,2,5,1,1,1,1,2,2,2,1,3,5,2,1,1,5,1,1,1,1,5,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,7,1,1,3,1,4,2,1,4,1,5,5,6,1,13,12,13,6,2.13637818021955,E
1243,1240,1,1,2,2,1,13,5,3,13,3,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,5,5,1,1,5,1,1,1,1,1,1,5,5,5,5,1,1,1,1,1,2,2,1,2,1,1,1,1,5,1,1,1,1,5,5,5,5,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1,1,1,5,5,5,1,1,1,1,5,1,5,5,2,1,1,1,1,7,7,1,1,1,1,6,1,4,2,4,3,2,11,1,11,13,13,14,0.14029295391866,C3
1244,1244,1,1,2,2,1,13,7,2,6,4,4,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2,1,1,1,1,1,3,1,1,2,2,1,1,1,1,1,5,1,5,1,1,1,1,1,1,5,5,1,1,6,5,2,2,2,5,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,0,3,0,1,1,1,1,3,1,1,1,1,1,1,1,3,5,2,2,1,1,1,2,7,7,1,1,7,7,7,4,1,2,4,4,1,12,1,11,12,13,12,0.15909268758127,E
1245,1246,1,1,2,2,5,16,6,2,1,3,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,4,2,3,1,1,1,1,1,1,1,1,1,4,5,1,1,1,1,3,3,1,1,2,1,5,3,3,4,1,1,1,1,5,3,1,3,1,1,1,1,1,1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,3,1,1,1,1,1,1,3,5,3,3,2,1,1,1,4,5,6,1,1,5,6,7,5,2,3,3,2,4,12,1,11,12,19,12,0.28533283164049,D
1246,1249,3,2,1,1,1,7,5,3,6,5,5,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,5,5,1,5,6,3,1,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,0,1,1,1,5,1,1,1,1,1,1,1,5,1,1,2,1,1,1,7,7,7,1,1,7,1,6,1,4,1,4,1,1,6,3,11,13,18,6,0.14478383205898,C3
1247,1245,1,1,2,2,1,13,5,2,6,5,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,5,2,5,1,1,1,1,1,1,5,5,1,1,2,3,2,2,3,5,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,3,2,2,1,1,1,1,2,4,5,1,2,1,1,1,7,7,7,1,1,7,7,5,2,4,2,2,4,4,5,1,13,13,13,13,1.88392571743602,C3
1248,1248,1,1,2,2,1,13,7,1,11,4,4,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,4,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,5,2,5,1,2,1,1,1,1,4,5,2,2,6,1,2,2,2,5,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,5,4,2,2,1,1,1,1,7,7,1,1,7,7,9,4,1,2,3,2,3,3,1,12,12,13,13,0.10710030829931,E
1249,1247,3,2,1,1,1,13,5,3,12,5,5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,5,3,5,3,1,1,1,1,1,5,5,1,2,6,6,2,2,3,4,1,1,1,1,5,2,2,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,5,1,1,1,1,1,1,1,5,5,1,2,1,1,1,2,7,7,1,1,6,6,5,1,6,2,2,3,3,5,3,13,14,13,13,3.005159302725,C3
1250,1252,1,1,2,2,1,5,6,3,9,5,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,5,5,1,1,2,4,2,2,2,3,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,4,3,3,1,1,1,1,2,5,5,3,2,1,1,1,5,5,4,1,1,4,4,8,1,4,2,3,1,1,5,1,12,13,18,13,0.12566521490245,D
1251,1253,3,1,2,2,2,4,7,3,1,1,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,1,1,1,5,1,3,2,1,1,1,1,1,5,5,5,5,5,1,1,1,1,1,2,5,5,4,3,5,1,1,5,1,1,1,1,2,5,5,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,0,5,0,0,0,1,1,1,2,2,1,1,1,1,1,1,4,2,1,2,1,1,1,7,7,7,1,1,7,7,3,5,11,4,4,1,1,12,3,13,12,17,12,4.03583030741315,E
1252,1250,3,1,2,2,1,13,5,2,7,3,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,3,4,2,5,4,1,1,1,1,1,2,4,2,4,4,1,1,1,1,3,2,4,4,2,3,1,3,3,3,1,1,1,1,3,3,3,3,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,0,1,1,1,5,3,3,1,1,1,1,2,4,4,2,2,1,1,1,4,5,4,1,1,4,4,5,3,4,3,2,3,3,9,3,13,13,13,14,2.53751888192937,C3
1253,1251,1,1,2,2,3,2,5,2,6,4,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2,1,1,1,1,1,1,2,1,4,1,1,1,1,1,1,4,3,4,2,3,1,1,1,1,5,4,3,3,2,3,2,3,3,4,1,1,1,1,3,2,3,2,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,1,1,1,1,NA,3,3,3,1,1,1,1,2,4,4,2,2,1,1,1,4,6,4,1,1,5,4,7,1,6,3,2,4,4,3,1,11,14,17,13,0.267274336627,C3
1254,1255,1,1,2,2,1,7,5,2,10,5,5,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,1,1,1,1,1,1,5,5,1,1,6,5,2,2,2,4,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,5,1,1,1,1,1,1,2,4,5,1,2,1,1,1,3,7,7,1,1,7,7,9,4,5,3,2,3,3,4,1,12,14,18,13,0.16938666757714,C3
